player_id,full_name,first_name,last_name,nickname,birthday,birthdate,birthplace,total_matches,total_points
22782,Ed Murphy,Ed,Murphy,NA,1992-10-22,22-10,"Sydney, New South Wales, Australia",2,-
22783,Tautalatasi Tasi,Tautalatasi,Tasi,NA,1994-11-22,22-11,"Auckland, Auckland, New Zealand",2,-
22784,Tom Opacic,Tom,Opacic,NA,1994-09-07,07-09,"Redcliffe, Queensland, Australia",83,112
22796,Karl Lawton,Karl,Lawton,NA,1995-11-29,29-11,"Murwillumbah, New South Wales, Australia",104+,56
22795,Bunty Afoa,Bunty,Afoa,NA,1996-08-20,20-08,"Auckland, Auckland, New Zealand",138+,32
16593,Zak Hardaker,Zak,Hardaker,NA,1991-10-17,17-10,"Pontefract, West Yorkshire, England",11,4
22806,Jacob Liddle,Jacob,Liddle,NA,1996-10-27,27-10,"Gosford, New South Wales, Australia",118+,80
22807,Dylan Edwards,Dylan,Edwards,NA,1996-01-10,10-01,"Albury, New South Wales, Australia",152+,276
22808,Kurt Capewell,Kurt,Capewell,NA,1993-07-12,12-07,"Charleville, Queensland, Australia",158+,129
22837,Josh Chudleigh,Josh,Chudleigh,NA,1994-04-08,08-04,"Canberra, Australian Capital Territory, Australia",1,4
22839,Brad Parker,Brad,Parker,NA,1997-02-19,19-02,"Sydney, New South Wales, Australia",117,116
22840,Angus Crichton,Angus,Crichton,NA,1996-02-05,05-02,"Temora, New South Wales, Australia",177+,180
13964,Tyrone McCarthy,Tyrone,McCarthy,NA,1988-04-21,21-04,"Warrington, Cheshire, England",2,-
22841,Luciano Leilua,Luciano,Leilua,NA,1996-06-08,08-06,"Camperdown, New South Wales, Australia",141+,116
22842,Grant Garvey,Grant,Garvey,NA,1996-09-17,17-09,"Sydney, New South Wales, Australia",1,-
22843,Jonus Pearson,Jonus,Pearson,NA,1995-05-28,28-05,"Thursday Island, Queensland, Australia",23,24
22844,Ata Hingano,Ata,Hingano,NA,1997-03-11,11-03,"Auckland, Auckland, New Zealand",24,6
22846,Dylan Phythian,Dylan,Phythian,NA,1995-08-19,19-08,"Newcastle, New South Wales, Australia",3,4
22847,Nat Butcher,Nat,Butcher,NA,1997-07-25,25-07,"Sydney, New South Wales, Australia",149,100
22848,William Bainbridge,William,Bainbridge,NA,1997-09-09,09-09,"Cromer, New South Wales, Australia",3,-
22966,Kalyn Ponga,Kalyn,Ponga,NA,1998-03-30,30-03,"Port Hedland, Western Australia, Australia",133+,686
12780,George Spackman,George,Spackman,NA,NA,NA,"Murrumburrah, New South Wales, Australia",3,-
9055,Jim Ward,Jim,Ward,NA,NA,NA,NA,30,49
9073,Mick Russell,Mick,Russell,NA,1893-01-22,22-01,"Milton, New South Wales, Australia",65,208
9071,Robert Dunworth,Robert,Dunworth,NA,1896-03-10,10-03,"Marrickville, New South Wales, Australia",54,15
9070,Alf Faull,Alf,Faull,NA,1896-11-07,07-11,"Sydney, New South Wales, Australia",89,56
9058,Percy Upham,Percy,Upham,NA,1893-09-13,13-09,"Bourke, New South Wales, Australia",15,11
9062,Oscar Shirley,Oscar,Shirley,NA,1887-05-27,27-05,"Paddington, New South Wales, Australia",4,2
9061,Harold Bawden,Harold,Bawden,NA,1893-12-02,02-12,NA,11,6
9209,Perc Horne,Perc,Horne,Grand Old Man,1890-05-25,25-05,"Waterloo, New South Wales, Australia",31,4
9064,W Johnson,W,Johnson,NA,NA,NA,NA,2,3
12413,Jack Greenwood,Jack,Greenwood,NA,1895-11-01,01-11,"North Sydney, New South Wales, Australia",8,-
9128,Stan King,Stan,King,NA,1896-03-22,22-03,"Woollahra, New South Wales, Australia",15,6
8182,Cecil Thompson,Cecil,Thompson,NA,NA,NA,NA,1,-
9060,Rupert Burton,Rupert,Burton,NA,1894-11-30,30-11,NA,2,6
14203,Frank Maguire,Frank,Maguire,NA,NA,NA,NA,1,-
12720,Lionel Sheeley,Lionel,Sheeley,NA,NA,NA,NA,2,-
12951,John Main,John,Main,NA,1892-10-23,23-10,"Erskineville, New South Wales, Australia",11,-
12979,Cecil Maunder,Cecil,Maunder,NA,NA,NA,"Bombala, New South Wales, Australia",7,-
16084,Arthur Hannam,Arthur,Hannam,NA,1894-11-20,20-11,"Manly, New South Wales, Australia",2,-
12162,Vince Edwards,Vince,Edwards,NA,1898-07-04,04-07,"Wollongong, New South Wales, Australia",4,-
12277,C Finch,C,Finch,NA,NA,NA,NA,1,-
9044,Jim Dunworth,Jim,Dunworth,NA,1898-07-07,07-07,"Marrickville, New South Wales, Australia",54,33
9065,Jim Callaghan,Jim,Callaghan,NA,NA,NA,"Mosman, New South Wales, Australia",1,8
9076,George Harris,George,Harris,NA,NA,NA,NA,12,8
11992,Edward Cumming,Edward,Cumming,NA,NA,NA,NA,30,3
11786,Jack Clark,Jack,Clark,NA,NA,NA,NA,7,-
9067,Billy Stirton,Billy,Stirton,NA,1893-01-10,10-01,"Dubbo, New South Wales, Australia",12,3
9179,Edward Connerton,Edward,Connerton,NA,1897-03-31,31-03,"Sydney, New South Wales, Australia",19,3
13115,A McGuire,A,McGuire,NA,NA,NA,NA,1,-
12331,Wally Freeman,Wally,Freeman,NA,1889-06-29,29-06,NA,5,-
12596,Bill Hucker,Bill,Hucker,NA,NA,NA,NA,2,-
9101,Ernie Swinnerton,Ernie,Swinnerton,NA,NA,NA,NA,19,9
11785,Graham Claremont,Graham,Claremont,NA,NA,NA,"Broken Hill, New South Wales, Australia",1,-
52919,Edward Bennett,Edward,Bennett,NA,1892-01-20,20-01,"Currabubula, New South Wales, Australia",1,-
11532,Walter Beaumont,Walter,Beaumont,NA,1897-07-21,21-07,"Leichhardt, New South Wales, Australia",3,-
9084,Reg Fusedale,Reg,Fusedale,NA,NA,NA,NA,29,38
11763,C Chapman,C,Chapman,NA,NA,NA,NA,1,-
12600,C Hughes,C,Hughes,NA,NA,NA,NA,1,-
9083,Gordon Stettler,Gordon,Stettler,Lon,1900-03-13,13-03,"Parramatta, New South Wales, Australia",46,144
23398,Jayden Brailey,Jayden,Brailey,NA,1996-04-09,09-04,"Hurstville, New South Wales, Australia",130+,56
23399,Ryley Jacks,Ryley,Jacks,NA,1992-06-02,02-06,"Brisbane, Queensland, Australia",48,44
23400,Moses Suli,Moses,Suli,NA,1998-06-09,09-06,"Sydney, New South Wales, Australia",137+,96
23401,Jai Field,Jai,Field,NA,1997-09-06,06-09,"Shellharbour, New South Wales, Australia",17,30
23402,Nick Cotric,Nick,Cotric,NA,1998-11-18,18-11,"Cooma, New South Wales, Australia",149,252
17097,Dan Sarginson,Dan,Sarginson,NA,1993-05-26,26-05,"Perth, Western Australia, Australia",5,-
19783,Joe Greenwood,Joe,Greenwood,NA,1993-04-02,02-04,"Oldham, Greater Manchester, England",22,16
23404,Luke Yates,Luke,Yates,NA,1995-03-06,06-03,"Newcastle, New South Wales, Australia",25,-
23403,Isaiah Papali'i,Isaiah,Papali'i,NA,1998-09-20,20-09,"Auckland, Auckland, New Zealand",156+,124
23405,Sam Stone,Sam,Stone,NA,1997-08-04,04-08,"Gold Coast, Queensland, Australia",39,20
23406,Brian Kelly,Brian,Kelly,NA,1996-05-20,20-05,"Lismore, New South Wales, Australia",169+,256
22763,Erin Clark,Erin,Clark,NA,1997-09-06,06-09,"Auckland, Auckland, New Zealand",96+,20
23407,Joe Stimson,Joe,Stimson,NA,1995-12-02,02-12,"Temora, New South Wales, Australia",114,58
23408,Tyronne Roberts-Davis,Tyronne,Roberts-Davis,NA,1997-08-17,17-08,"Macksville, New South Wales, Australia",7,8
23409,Braidon Burns,Braidon,Burns,NA,1996-06-08,08-06,"Coonamble, New South Wales, Australia",66+,84
21517,Viliame Kikau,Viliame,Kikau,NA,1995-04-05,05-04,"Nausori, Fiji",155+,176
23416,Brad Abbey,Brad,Abbey,NA,1996-12-30,30-12,"Auckland, Auckland, New Zealand",14,10
22989,Marcelo Montoya,Marcelo,Montoya,NA,1996-02-17,17-02,"Lautoka, Viti Levu, Fiji",136+,196
23417,Tyler Cornish,Tyler,Cornish,NA,1994-10-17,17-10,"Goulburn, New South Wales, Australia",1,4
23418,Max King,Max,King,NA,1997-05-04,04-05,"Huddersfield, West Yorkshire, England",116+,8
22757,Sitiveni Moceidreke,Sitiveni,Moceidreke,NA,1994-11-27,27-11,"Sydney, New South Wales, Australia",1,4
23455,Corey Harawira-Naera,Corey,Harawira-Naera,NA,1995-05-18,18-05,"Auckland, Auckland, New Zealand",123+,114
15371,Joe Wardle,Joe,Wardle,NA,1991-09-22,22-09,"Halifax, West Yorkshire, England",17,16
23456,Gideon Gela-Mosby,Gideon,Gela-Mosby,NA,1996-12-27,27-12,"Cairns, Queensland, Australia",11,24
23469,Matt Frawley,Matt,Frawley,NA,1994-12-24,24-12,"Canberra, Australian Capital Territory, Australia",53,46
22760,Tui Kamikamica,Tui,Kamikamica,NA,1994-05-18,18-05,"Somosomo, Taveuni, Fiji",114+,40
23472,Malakai Watene-Zelezniak,Malakai,Watene-Zelezniak,NA,1991-08-27,27-08,"Sydney, New South Wales, Australia",31,40
23473,Hame Sele,Hame,Sele,NA,1996-11-12,12-11,"Kogarah, New South Wales, Australia",83+,8
23474,Morgan Boyle,Morgan,Boyle,NA,1996-07-17,17-07,"Woden Valley, Australian Capital Territory, Australia",48,4
23475,Corey Jensen,Corey,Jensen,NA,1994-01-08,08-01,"Townsville, Queensland, Australia",121+,8
23476,Cameron Murray,Cameron,Murray,NA,1998-01-16,16-01,"Sydney, New South Wales, Australia",161+,140
22069,Charnze Nicoll-Klokstad,Charnze,Nicoll-Klokstad,NA,1995-08-02,02-08,"Auckland, Auckland, New Zealand",115+,172
23511,Tyrell Fuimaono,Tyrell,Fuimaono,NA,1996-05-06,06-05,"Penrith, New South Wales, Australia",66,16
23419,George Fai,George,Fai,NA,1996-10-18,18-10,"Logan City, Queensland, Australia",2,-
23731,Francis Tualau,Francis,Tualau,NA,1994-05-23,23-05,Tonga,10,-
23732,Lindsay Collins,Lindsay,Collins,NA,1996-04-17,17-04,"Brisbane, Queensland, Australia",113+,28
23735,Brandon Smith,Brandon,Smith,NA,1996-05-31,31-05,"Waiheke Island, Hauraki Gulf, New Zealand",148+,108
22073,Esan Marsters,Esan,Marsters,NA,1996-08-17,17-08,"Auckland, Auckland, New Zealand",86,276
23749,Royce Hunt,Royce,Hunt,NA,1995-08-13,13-08,"Kalgoorlie, Western Australia, Australia",76+,32
23750,Phillip Sami,Phillip,Sami,NA,1997-08-02,02-08,"Ipswich, Queensland, Australia",121+,224
23752,Kyle Laybutt,Kyle,Laybutt,NA,1995-09-26,26-09,"Bundaberg, Queensland, Australia",2,-
23751,Dean Britt,Dean,Britt,NA,1994-03-17,17-03,"Bathurst, New South Wales, Australia",29,4
23753,Matt Eisenhuth,Matt,Eisenhuth,NA,1992-08-20,20-08,"Auburn, New South Wales, Australia",135+,20
23760,Jamal Fogarty,Jamal,Fogarty,NA,1993-12-13,13-12,"Beaudesert, Queensland, Australia",95+,472
23761,Blake Lawrie,Blake,Lawrie,NA,1997-01-10,10-01,"Wollongong, New South Wales, Australia",145+,12
23762,Alex Twal,Alex,Twal,NA,1996-07-03,03-07,"Westmead, New South Wales, Australia",142+,8
23763,Andy Saunders,Andy,Saunders,NA,1994-09-14,14-09,"Quirindi, New South Wales, Australia",1,-
23814,Tyrone May,Tyrone,May,NA,1996-06-21,21-06,"Blacktown, New South Wales, Australia",56,40
23815,Jamayne Isaako,Jamayne,Isaako,NA,1996-06-05,05-06,"Christchurch, Canterbury, New Zealand",136+,"1,041"
23898,Victor Radley,Victor,Radley,NA,1998-03-14,14-03,"Sydney, New South Wales, Australia",141+,88
23899,Tevita Satae,Tevita,Satae,NA,1992-10-22,22-10,"Auckland, Auckland, New Zealand",15,-
23900,Matt Dufty,Matt,Dufty,NA,1996-01-10,10-01,"Hurstville, New South Wales, Australia",94,180
23901,Joey Lussick,Joey,Lussick,NA,1995-12-28,28-12,"Freshwater, New South Wales, Australia",35+,32
23911,James Bell,James,Bell,NA,1994-05-02,02-05,"Otahuhu, Auckland, New Zealand",2,-
23912,Braden Hamlin-Uele,Braden,Hamlin-Uele,NA,1995-01-09,09-01,"Auckland, Auckland, New Zealand",112+,60
23913,Campbell Graham,Campbell,Graham,NA,1999-06-02,02-06,"Sydney, New South Wales, Australia",131+,256
23914,Patrick Mago,Patrick,Mago,NA,1994-12-04,04-12,"Otara, Auckland, New Zealand",37,-
22759,Ben Nakubuwai,Ben,Nakubuwai,NA,1996-03-15,15-03,"Leeton, New South Wales, Australia",2,4
23919,Enari Tuala,Enari,Tuala,NA,1998-10-19,19-10,"Cairns, Queensland, Australia",105+,168
23920,Shane Wright,Shane,Wright,NA,1996-03-13,13-03,"Perth, Western Australia, Australia",41,12
23921,Bayley Sironen,Bayley,Sironen,NA,1996-12-23,23-12,"Sydney, New South Wales, Australia",80,24
23991,Keegan Hipgrave,Keegan,Hipgrave,NA,1997-01-01,01-01,"Gold Coast, Queensland, Australia",49,12
23420,Jesse Ramien,Jesse,Ramien,NA,1997-04-27,27-04,"Dubbo, New South Wales, Australia",147+,216
23992,Tyrone Amey,Tyrone,Amey,NA,1996-01-20,20-01,"Gosford, New South Wales, Australia",1,-
23993,Jeremy Marshall-King,Jeremy,Marshall-King,NA,1995-12-02,02-12,"Whakatane, Bay of Plenty, New Zealand",132+,56
24765,Sione Katoa,Sione,Katoa,NA,1997-08-21,21-08,"Hamilton, Waikato, New Zealand",113+,306
24762,Sam Cook,Sam,Cook,NA,1993-08-01,01-08,"Auckland, Auckland, New Zealand",2,-
24761,Tevita Tatola,Tevita,Tatola,Junior,1996-11-10,10-11,"Auburn, New South Wales, Australia",140+,36
24102,Adam Doueihi,Adam,Doueihi,NA,1998-08-05,05-08,"Eastwood, New South Wales, Australia",94+,350
25267,Christian Crichton,Christian,Crichton,NA,1996-07-12,12-07,"Apia, Apia, Samoa",34,28
25627,Wayde Egan,Wayde,Egan,NA,1997-03-20,20-03,"Lithgow, New South Wales, Australia",130+,76
19488,Anthony Gelling,Anthony,Gelling,NA,1990-10-18,18-10,"Auckland, Auckland, New Zealand",7,8
25747,Kurt Dillon,Kurt,Dillon,NA,1994-08-08,08-08,"Sydney, New South Wales, Australia",5,-
25748,Kaide Ellis,Kaide,Ellis,NA,1996-08-04,04-08,"Dubbo, New South Wales, Australia",26,-
25749,Taniela Paseka,Taniela,Paseka,NA,1997-10-08,08-10,"Otahuhu, Auckland, New Zealand",120+,28
25770,Jack Hetherington,Jack,Hetherington,NA,1996-06-06,06-06,"Canberra, Australian Capital Territory, Australia",89+,12
26154,Joseph Vuna,Joseph,Vuna,NA,1998-07-31,31-07,"Alameda County, California, United States of America",15,4
25859,Payne Haas,Payne,Haas,NA,1999-12-02,02-12,"Newcastle, New South Wales, Australia",118+,40
21524,Rhyse Martin,Rhyse,Martin,NA,1993-03-01,01-03,"Cairns, Queensland, Australia",25,114
25860,Moeaki Fotuaika,Moeaki,Fotuaika,NA,1999-11-16,16-11,"Gisborne, Gisborne, New Zealand",141+,20
22751,Justin Olam,Justin,Olam,NA,1993-12-23,23-12,"Gon Village, Simbu, Papua New Guinea",117+,208
25861,Reece Robson,Reece,Robson,NA,1998-06-18,18-06,"Murwillumbah, New South Wales, Australia",119+,92
24106,Jarome Luai,Jarome,Luai,NA,1997-01-16,16-01,"Sydney, New South Wales, Australia",131+,116
26149,Renouf Atoni,Renouf,Atoni,NA,1995-06-25,25-06,"Porirua, Wellington, New Zealand",43,12
26150,AJ Brimson,AJ,Brimson,NA,1998-09-09,09-09,"Brisbane, Queensland, Australia",112+,172
26151,Tom Wright,Tom,Wright,NA,1997-07-21,21-07,"Randwick, New South Wales, Australia",4,4
26152,Zac Lomax,Zac,Lomax,NA,1999-09-24,24-09,"Temora, New South Wales, Australia",114+,831
26153,Jack Williams,Jack,Williams,NA,1996-09-09,09-09,"Pambula, New South Wales, Australia",124+,44
23502,Marata Niukore,Marata,Niukore,NA,1996-07-29,29-07,"Auckland, Auckland, New Zealand",133+,56
26156,Kotoni Staggs,Kotoni,Staggs,NA,1998-10-29,29-10,"Wellington, New South Wales, Australia",121+,354
26157,Harry Grant,Harry,Grant,NA,1998-02-17,17-02,"Rockhampton, Queensland, Australia",101+,146
26159,Mitchell Dunn,Mitchell,Dunn,NA,1997-02-03,03-02,"Gold Coast, Queensland, Australia",58,12
26160,Matt Ikuvalu,Matt,Ikuvalu,NA,1993-11-09,09-11,"Gosford, New South Wales, Australia",43,116
26162,Reed Mahoney,Reed,Mahoney,NA,1998-04-22,22-04,"Nambour, Queensland, Australia",150+,108
26169,Tyson Gamble,Tyson,Gamble,NA,1996-06-21,21-06,"Brisbane, Queensland, Australia",63+,47
26196,Sitili Tupouniua,Sitili,Tupouniua,NA,1997-05-30,30-05,"Auckland, Auckland, New Zealand",106+,132
26197,Manase Fainu,Manase,Fainu,NA,1998-10-17,17-10,"Westmead, New South Wales, Australia",34,32
26198,Lachlan Lewis,Lachlan,Lewis,NA,1996-08-19,19-08,"Brisbane, Queensland, Australia",43,25
26199,Ofahiki Ogden,Ofahiki,Ogden,NA,1996-06-06,06-06,"Auckland, Auckland, New Zealand",58,12
26200,David Fifita,David,Fifita,NA,2000-02-25,25-02,"Brisbane, Queensland, Australia",126+,196
26261,Darren Nicholls,Darren,Nicholls,NA,1989-04-15,15-04,"Sydney, New South Wales, Australia",3,-
26262,Jake Turpin,Jake,Turpin,NA,1996-11-16,16-11,"Brisbane, Queensland, Australia",79+,16
26265,Caleb Aekins,Caleb,Aekins,NA,1997-11-21,21-11,"Otaika, Northland, New Zealand",19,-
26266,Nick Meaney,Nick,Meaney,NA,1997-09-10,10-09,"Lismore, New South Wales, Australia",137+,818
26267,Luke Garner,Luke,Garner,NA,1995-09-06,06-09,"Dubbo, New South Wales, Australia",105+,124
26269,Paul Momirovski,Paul,Momirovski,NA,1996-07-19,19-07,"Sydney, New South Wales, Australia",60,152
26270,Sean O'Sullivan,Sean,O'Sullivan,NA,1998-08-21,21-08,"Sydney, New South Wales, Australia",56+,38
26268,Jai Whitbread,Jai,Whitbread,NA,1998-01-16,16-01,"Tugun, Queensland, Australia",30,-
26271,Poasa Fa'amausili,Poasa,Fa'amausili,NA,1996-02-14,14-02,"Auckland, Auckland, New Zealand",47,4
26273,Jack Murchie,Jack,Murchie,NA,1997-06-26,26-06,"Batemans Bay, New South Wales, Australia",45,28
26275,Jordan Pereira,Jordan,Pereira,NA,1993-04-06,06-04,"Lower Hutt, Wellington, New Zealand",45,56
26274,Jake Clifford,Jake,Clifford,NA,1998-01-02,02-01,"Cairns, Queensland, Australia",75+,193
26374,Jaeman Salmon,Jaeman,Salmon,NA,1999-01-04,04-01,"Caringbah, New South Wales, Australia",81+,40
26512,Gehamat Shibasaki,Gehamat,Shibasaki,NA,1998-09-02,02-09,"Townsville, Queensland, Australia",30,24
26513,Pasami Saulo,Pasami,Saulo,NA,1998-08-01,01-08,"Belmont, New South Wales, Australia",57+,-
26515,Mawene Hiroti,Mawene,Hiroti,NA,1999-03-06,06-03,"Taranaki, Taranaki, New Zealand",25+,44
26516,Oregon Kaufusi,Oregon,Kaufusi,NA,1999-08-20,20-08,"Auckland, Auckland, New Zealand",117+,20
26517,Ray Stone,Ray,Stone,NA,1997-06-06,06-06,"Moss Vale, New South Wales, Australia",70+,20
26518,Emre Guler,Emre,Guler,NA,1998-01-19,19-01,"Sydney, New South Wales, Australia",93+,24
26529,Kyle Flanagan,Kyle,Flanagan,NA,1998-09-15,15-09,"Sydney, New South Wales, Australia",99+,368
26828,Scott Drinkwater,Scott,Drinkwater,NA,1997-05-15,15-05,"Penrith, New South Wales, Australia",120+,237
26829,Tom Starling,Tom,Starling,NA,1998-06-04,04-06,"Windsor, New South Wales, Australia",110+,44
28204,Thomas Flegler,Thomas,Flegler,NA,1999-08-19,19-08,"Townsville, Queensland, Australia",100+,24
28205,Briton Nikora,Briton,Nikora,NA,1997-12-07,07-12,"Mt Maunganui, Bay Of Plenty, New Zealand",137+,176
28206,Blayke Brailey,Blayke,Brailey,NA,1998-09-23,23-09,"Sydney, New South Wales, Australia",138+,60
28207,Corey Allan,Corey,Allan,NA,1998-04-19,19-04,"Brisbane, Queensland, Australia",63+,52
28208,Adam Keighran,Adam,Keighran,NA,1997-04-24,24-04,"Sydney, New South Wales, Australia",26,120
28210,Reuben Garrick,Reuben,Garrick,NA,1997-06-30,30-06,"Sydney, New South Wales, Australia",136+,"1,164"
28209,Thomas Mikaele,Thomas,Mikaele,NA,1998-01-11,11-01,"Auckland, Auckland, New Zealand",79+,-
28211,Mikaele Ravalawa,Mikaele,Ravalawa,NA,1997-11-09,09-11,"Galoa Island, Fiji",98+,268
28212,Maika Sivo,Maika,Sivo,NA,1993-10-03,03-10,"Nadi, Fiji",115,416
28213,Dylan Brown,Dylan,Brown,NA,2000-06-21,21-06,"Auckland, Auckland, New Zealand",123+,128
28214,Bailey Simonsson,Bailey,Simonsson,NA,1998-02-18,18-02,"Mona Vale, New South Wales, Australia",95+,128
17077,John Bateman,John,Bateman,NA,1993-09-30,30-09,"Bradford, West Yorkshire, England",66+,40
20861,Ryan Sutton,Ryan,Sutton,NA,1995-08-02,02-08,"Billinge, Merseyside, England",88+,16
28215,Corey Horsburgh,Corey,Horsburgh,NA,1998-01-03,03-01,"Caboolture, Queensland, Australia",88+,24
28099,Josh Kerr,Josh,Kerr,NA,1996-02-11,11-02,"Brisbane, Queensland, Australia",95+,28
28244,Marion Seve,Marion,Seve,NA,1995-05-27,27-05,"Ipswich, Queensland, Australia",47+,48
28248,Corey Waddell,Corey,Waddell,NA,1996-10-02,02-10,"Sydney, New South Wales, Australia",112+,40
24113,Lachlan Lam,Lachlan,Lam,NA,1998-03-25,25-03,"Sydney, New South Wales, Australia",31,12
28257,Hudson Young,Hudson,Young,NA,1998-06-11,11-06,"Maitland, New South Wales, Australia",120+,172
28258,Liam Martin,Liam,Martin,NA,1997-03-05,05-03,"Temora, New South Wales, Australia",127+,108
28259,Jayden Okunbor,Jayden,Okunbor,NA,1997-03-02,02-03,"Sydney, New South Wales, Australia",45,60
28260,Rhys Kennedy,Rhys,Kennedy,NA,1994-10-11,11-10,"Moruya, New South Wales, Australia",49,12
28262,Chanel Harris-Tavita,Chanel,Harris-Tavita,NA,1999-04-03,03-04,"Auckland, Auckland, New Zealand",72+,171
28263,Bronson Xerri,Bronson,Xerri,NA,2000-09-10,10-09,"Sydney, New South Wales, Australia",41+,92
28264,Ryan Papenhuyzen,Ryan,Papenhuyzen,NA,1998-06-10,10-06,"Sydney, New South Wales, Australia",92+,454
28411,Patrick Carrigan,Patrick,Carrigan,NA,1998-01-01,01-01,"Brisbane, Queensland, Australia",105+,16
28451,William Kennedy,William,Kennedy,NA,1997-04-18,18-04,"Bathurst, New South Wales, Australia",108+,172
28452,Sam Verrills,Sam,Verrills,NA,1999-01-13,13-01,"Sydney, New South Wales, Australia",83+,36
28453,Josh Curran,Josh,Curran,NA,1999-06-10,10-06,"Sydney, New South Wales, Australia",85+,60
28463,Patrick Herbert,Patrick,Herbert,NA,1997-01-10,10-01,"Whakatane, Bay of Plenty, New Zealand",59,104
28464,Hayze Perham,Hayze,Perham,NA,1999-07-02,02-07,"Taupo, Waikato, New Zealand",35,32
28465,Ronaldo Mulitalo,Ronaldo,Mulitalo,NA,1999-11-17,17-11,"Auckland, Auckland, New Zealand",111+,332
28479,Tom Dearden,Tom,Dearden,NA,2001-03-13,13-03,"Toowoomba, Queensland, Australia",104+,132
25328,Abbas Miski,Abbas,Miski,NA,1995-07-25,25-07,"Penrith, New South Wales, Australia",6,8
28480,Jesse Arthars,Jesse,Arthars,NA,1998-08-07,07-08,"Auckland, Auckland, New Zealand",80+,112
28482,Oliver Clark,Oliver,Clark,NA,1996-08-17,17-08,"Sydney, New South Wales, Australia",16,-
28598,Brian To'o,Brian,To'o,NA,1998-08-18,18-08,"Westmead, New South Wales, Australia",117+,320
5703,Ryan Hall,Ryan,Hall,NA,1987-11-27,27-11,"Leeds, West Yorkshire, England",11,-
28599,Sebastian Kris,Sebastian,Kris,NA,1999-04-19,19-04,"Canberra, Australian Capital Territory, Australia",86+,156
28600,Cade Cust,Cade,Cust,NA,1998-09-14,14-09,"Scone, New South Wales, Australia",27,36
28602,Mitch Kenny,Mitch,Kenny,NA,1998-01-15,15-01,"Sydney, New South Wales, Australia",108+,16
28613,Brent Naden,Brent,Naden,NA,1995-12-30,30-12,"Wellington, New South Wales, Australia",72+,132
28614,Connor Tracey,Connor,Tracey,NA,1996-06-17,17-06,"Sydney, New South Wales, Australia",88+,136
28615,Billy Brittain,Billy,Brittain,NA,1994-05-19,19-05,"Brisbane, Queensland, Australia",7,-
28619,Reuben Cotter,Reuben,Cotter,NA,1998-12-28,28-12,"Mackay, Queensland, Australia",82+,40
28634,Tom Amone,Tom,Amone,NA,1996-12-19,19-12,"Westmead, New South Wales, Australia",17+,-
28655,Brandon Wakeham,Brandon,Wakeham,NA,1999-01-11,11-01,"Kogarah, New South Wales, Australia",40,78
28703,Billy Walters,Billy,Walters,NA,1994-02-09,09-02,"Brisbane, Queensland, Australia",84+,52
28704,Tino Fa'asuamaleaui,Tino,Fa'asuamaleaui,NA,2000-02-16,16-02,"Orange, New South Wales, Australia",92+,84
28705,Phoenix Crossland,Phoenix,Crossland,NA,2000-07-07,07-07,"Auckland, Auckland, New Zealand",84+,42
28706,Herbie Farnworth,Herbie,Farnworth,NA,1999-12-23,23-12,"Burnley, Lancashire, England",99+,196
28667,Xavier Coates,Xavier,Coates,NA,2001-03-12,12-03,"Port Moresby, Central, Papua New Guinea",86+,236
28707,Keenan Palasia,Keenan,Palasia,NA,1997-01-24,24-01,"Brisbane, Queensland, Australia",68,16
28724,Jed Cartwright,Jed,Cartwright,NA,1996-10-21,21-10,"Sydney, New South Wales, Australia",34,4
28725,Adam Pompey,Adam,Pompey,NA,1998-08-22,22-08,"Auckland, Auckland, New Zealand",96+,182
28726,Murray Taulagi,Murray,Taulagi,NA,1999-03-12,12-03,"Auckland, Auckland, New Zealand",93+,196
28727,Ethan Parry,Ethan,Parry,NA,1999-03-20,20-03,"Tamworth, New South Wales, Australia",2,8
27281,Billy Magoulias,Billy,Magoulias,NA,1997-01-23,23-01,"Sydney, New South Wales, Australia",16,4
28736,Jason Saab,Jason,Saab,NA,2000-10-08,08-10,"Sydney, New South Wales, Australia",86+,252
7712,Kallum Watkins,Kallum,Watkins,NA,1991-03-12,12-03,"Manchester, Greater Manchester, England",8,-
28812,Peter Hola,Peter,Hola,NA,1999-04-27,27-04,"Sydney, New South Wales, Australia",15,-
28813,Stephen Crichton,Stephen,Crichton,NA,2000-09-22,22-09,"Apia, Apia, Samoa",121+,414
28814,Matt Burton,Matt,Burton,NA,2000-03-14,14-03,"Dubbo, New South Wales, Australia",102+,543
28815,Spencer Leniu,Spencer,Leniu,NA,2000-09-08,08-09,"Auckland, Auckland, New Zealand",100+,36
28816,Jackson Ford,Jackson,Ford,NA,1998-02-17,17-02,"Shellharbour, New South Wales, Australia",77+,36
28817,Nicho Hynes,Nicho,Hynes,NA,1996-06-18,18-06,"Gosford, New South Wales, Australia",101+,676
28822,Tommy Talau,Tommy,Talau,NA,2000-04-03,03-04,"Sydney, New South Wales, Australia",70+,152
28823,Izaia Perese,Izaia,Perese,NA,1997-05-17,17-05,"Brisbane, Queensland, Australia",2,-
28828,Bradman Best,Bradman,Best,NA,2001-08-09,09-08,"Gosford, New South Wales, Australia",87+,148
28830,Billy Smith,Billy,Smith,NA,1999-11-07,07-11,"Sydney, New South Wales, Australia",27+,34
28829,Tristan Sailor,Tristan,Sailor,NA,1998-06-23,23-06,"Brisbane, Queensland, Australia",21,8
