player_id,full_name,first_name,last_name,nickname,birthday,birthdate,birthplace,total_matches,total_points
44349,Alexandrea Kiriwi,Alexandrea,Kiriwi,NA,1997-05-24,24-05,NA,2,-
38167,Margot Vella,Margot,Vella,NA,1999-04-11,11-04,NA,10,28
38163,Cortez Te Pou,Cortez,Te Pou,NA,NA,NA,NA,4,12
44339,Rosemarie Beckett,Rosemarie,Beckett,NA,NA,NA,NA,10,16
38165,Kaarla Cowan,Kaarla,Cowan,NA,1998-05-18,18-05,NA,5,-
31596,Nakia Davis-Welsh,Nakia,Davis-Welsh,NA,NA,NA,NA,7,8
44350,Amelia Pasikala,Amelia,Pasikala,NA,2004-02-02,02-02,NA,11,12
44306,Fiona Jahnke,Fiona,Jahnke,NA,NA,NA,NA,1,-
44330,Kimberley Hunt,Kimberley,Hunt,NA,1992-12-25,25-12,NA,11,40
33460,Georgia Roche,Georgia,Roche,NA,2000-09-03,03-09,"Dewsbury, West Yorkshire, England",18,20
44329,Kelsey Clark,Kelsey,Clark,NA,NA,NA,NA,1,-
38177,Jessica Kennedy,Jessica,Kennedy,NA,2002-09-16,16-09,NA,8,-
44816,Alanna Dummett,Alanna,Dummett,NA,2003-12-28,28-12,NA,4,8
44345,Sarah Riordan,Sarah,Riordan,NA,NA,NA,NA,4,-
34460,Ua Ravu,Ua,Ravu,NA,NA,NA,NA,2,-
38173,Imogen Gobran,Imogen,Gobran,NA,2003-09-05,05-09,NA,4,-
34133,Essay Banu,Essay,Banu,NA,2002-05-26,26-05,NA,8,-
34135,Jessikah Reeves,Jessikah,Reeves,NA,2001-05-24,24-05,"Brisbane, Queensland, Australia",5,-
44342,Tyla Amiatu,Tyla,Amiatu,NA,NA,NA,NA,13,8
44312,Felila Kia,Felila,Kia,NA,NA,NA,NA,3,-
44307,Georgia Ravics,Georgia,Ravics,NA,NA,NA,NA,16,40
44359,Salma Nour,Salma,Nour,NA,2003-01-01,01-01,NA,10,12
44730,Cheynoah Amone,Cheynoah,Amone,NA,NA,NA,NA,3,-
38168,Macie Carlile,Macie,Carlile,NA,NA,NA,NA,2,-
38157,Elise Smith,Elise,Smith,NA,NA,NA,NA,3,-
44731,Taneka Todhunter,Taneka,Todhunter,NA,NA,NA,NA,13,-
44817,Lindsay Tui,Lindsay,Tui,NA,NA,NA,NA,7,-
34120,Libby Surha,Libby,Surha,NA,NA,NA,NA,4,4
44839,Noaria Kapua,Noaria,Kapua,NA,NA,NA,NA,5,-
38161,Sophie Buller,Sophie,Buller,NA,NA,NA,NA,1,-
44786,Mia Wood,Mia,Wood,NA,1999-01-16,16-01,NA,15,36
44284,Tafito Lafaele,Tafito,Lafaele,NA,NA,NA,NA,13,4
44289,Petesa Lio,Petesa,Lio,NA,NA,NA,NA,2,-
44286,Ella Ryan,Ella,Ryan,NA,NA,NA,NA,1,-
44969,Madison Mulhall,Madison,Mulhall,NA,2004-05-23,23-05,NA,10,8
44968,Lily Peacock,Lily,Peacock,NA,2005-07-10,10-07,NA,11,4
44970,Brooke Talataina,Brooke,Talataina,NA,2004-03-06,06-03,NA,12,4
38171,Bianca Bennetts,Bianca,Bennetts,NA,NA,NA,NA,2,-
38174,Hope Tevaga,Hope,Tevaga,NA,NA,NA,NA,2,-
44971,Jae Patu,Jae,Patu,NA,NA,NA,NA,2,-
44351,Lily Rogan,Lily,Rogan,NA,2003-11-03,03-11,NA,1,-
44840,Jacinta Carter,Jacinta,Carter,NA,NA,NA,NA,3,-
44354,Tyler Bentley,Tyler,Bentley,NA,1998-04-06,06-04,NA,1,-
45128,Millicent Scutt,Millicent,Scutt,NA,1997-06-29,29-06,NA,1,-
45129,Alisha Foord,Alisha,Foord,NA,1997-02-15,15-02,NA,4,-
44993,Ellie Williamson,Ellie,Williamson,NA,NA,NA,NA,1,4
45130,Charlotte Basham,Charlotte,Basham,NA,2005-09-07,07-09,NA,8,-
51822,Isabella Waterman,Isabella,Waterman,NA,2000-05-12,12-05,NA,2,-
51835,Aliyah Nasio,Aliyah,Nasio,NA,2006-06-21,21-06,"Sydney, New South Wales, Australia",4,-
51836,Eliza Lopamaua,Eliza,Lopamaua,NA,2005-01-14,14-01,"Sydney, New South Wales, Australia",4,4
51821,Grace Kukutai,Grace,Kukutai,NA,1997-01-10,10-01,NA,3,-
51810,Georgia Hannaway,Georgia,Hannaway,NA,NA,NA,NA,7,4
51827,Rory Owen,Rory,Owen,NA,NA,NA,NA,9,20
51828,Rosie Kelly,Rosie,Kelly,NA,2000-01-16,16-01,NA,9,4
51804,Bree Spreadborough,Bree,Spreadborough,NA,1998-09-28,28-09,NA,2,-
49618,Skyla Adams,Skyla,Adams,NA,2005-08-17,17-08,NA,2,-
33608,Maatuleio Fotu-Moala,Maatuleio,Fotu-Moala,Leio,1999-01-05,05-01,NA,6,12
51818,Lily Kolc,Lily,Kolc,NA,NA,NA,NA,7,-
51831,Kasey Reh,Kasey,Reh,NA,2006-01-19,19-01,NA,9,8
51829,Bronte Wilson,Bronte,Wilson,NA,2006-07-24,24-07,NA,5,-
51841,Harmony Crichton,Harmony,Crichton,NA,2004-12-09,09-12,NA,3,-
51843,Shaianne McGone,Shaianne,McGone,NA,NA,NA,NA,6,-
33597,Natasha Penitani,Natasha,Penitani,NA,NA,NA,NA,9,-
51898,Lilly-Ann White,Lilly-Ann,White,NA,NA,NA,NA,5,12
51813,Georgia Grey,Georgia,Grey,NA,NA,NA,NA,8,8
44733,Chloe Jackson,Chloe,Jackson,NA,2004-07-12,12-07,NA,8,-
51899,Manilita Takapautolo,Manilita,Takapautolo,NA,NA,NA,NA,7,-
51901,Bridget Hoy,Bridget,Hoy,NA,1999-09-09,09-09,NA,1,-
51823,Ebony Raftstrand-Smith,Ebony,Raftstrand-Smith,NA,2005-08-30,30-08,NA,1,-
51833,Tayla Curtis,Tayla,Curtis,NA,2003-04-18,18-04,NA,1,-
51824,Lillian Yarrow,Lillian,Yarrow,NA,2004-03-12,12-03,NA,3,-
51805,Stacey Waaka,Stacey,Waaka,NA,NA,NA,NA,6,24
52075,Lailani Montgomery,Lailani,Montgomery,NA,NA,NA,NA,5,-
51817,Matekino Gray,Matekino,Gray,NA,2004-07-16,16-07,NA,4,-
51830,Alice Gregory,Alice,Gregory,NA,1997-12-16,16-12,NA,5,-
44353,Tavarna Papalii,Tavarna,Papalii,NA,2005-07-07,07-07,NA,8,-
52074,Tenika Willison,Tenika,Willison,NA,NA,NA,NA,7,16
52100,Sharni Smale,Sharni,Smale,NA,NA,NA,NA,4,-
45310,Tafao Asaua,Tafao,Asaua,NA,NA,NA,NA,2,-
51820,Evie Jones,Evie,Jones,NA,NA,NA,NA,5,8
51808,Relna Wuruki-Hosea,Relna,Wuruki-Hosea,NA,2005-09-28,28-09,NA,3,-
38156,Felice Quinlan,Felice,Quinlan,NA,1998-07-08,08-07,NA,5,4
51844,Tiana Lee-Thorne,Tiana,Lee-Thorne,NA,2005-07-25,25-07,NA,3,-
52118,Montana Clifford,Montana,Clifford,NA,NA,NA,NA,4,-
52119,Maria Paseka,Maria,Paseka,NA,NA,NA,NA,1,-
52102,Jordyn Preston,Jordyn,Preston,NA,NA,NA,NA,2,-
33605,Lavinia Tauhalaliku,Lavinia,Tauhalaliku,NA,NA,NA,NA,4,4
51806,Georgia Willey,Georgia,Willey,NA,2004-11-08,08-11,NA,1,-
52156,Evie McGrath,Evie,McGrath,NA,NA,NA,NA,3,4
52177,Chelsea Savill,Chelsea,Savill,NA,NA,NA,NA,3,-
51807,Jaida Faleono,Jaida,Faleono,NA,2006-02-13,13-02,NA,3,-
51809,Tatiana Finau,Tatiana,Finau,NA,2004-02-29,29-02,NA,1,-
52120,Dominique du Toit,Dominique,du Toit,NA,NA,NA,NA,1,-
52101,Sarina Masaga,Sarina,Masaga,NA,NA,NA,NA,3,4
51840,Claudia Nielsen,Claudia,Nielsen,NA,1997-06-20,20-06,NA,2,4
52195,Claudia Brown,Claudia,Brown,NA,NA,NA,NA,2,-
51819,Georgia Sim,Georgia,Sim,NA,NA,NA,NA,1,-
52233,Evah McEwen,Evah,McEwen,NA,NA,NA,NA,2,4
